Name,Website,Latitude,Longitude,Address Line 1,,Address Line 2,,City,State,Zip Code,Phone Number,Type,Accept Undocumented?
"Social Security Administration, United States - Stamford",http://www.socialsecurityoffices.info/city/ct-stamford,41.0550085,-73.53777,2 Landmark Square,,,,Stamford,CT,6901,866-770-1881,Financial,
"Social Security Administration, United States - Stamford",http://www.socialsecurityoffices.info/city/ct-stamford,41.0550085,-73.53777,2 Landmark Square,,9th Floor,,Stamford,CT,6901,866-770-1881,Financial,
"Social Security Administration, United States - Stamford",http://www.socialsecurityoffices.info/city/ct-stamford,41.0550085,-73.53777,2 Landmark Square,,,,Stamford,CT,6905,855-626-6632,Financial,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,5th Floor,,Stamford,CT,69055519,203-324-6584,Financial,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,69042152,203-323-2149,Financial,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,5th Floor,,Stamford,CT,6905,203-636-0971,Financial,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6902,203-327-5810,Financial, NO- If you take any of the trainning & classes/ YES- ONLY- If you are doing any of the financial package
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6902,203-416-1503,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6905,203-487-0983,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6904,203-977-5151,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6906,203-358-8898,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6902,484-525-0980,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6901,203-348-8755,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6903,203-406-0343,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6901,203-921-4161,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,Suite 105,,Stamford,CT,6902,203-359-2215,Food,
"Social Services, State Of Connecticut Department Of - Western Regional, Stamford",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=SOCIALSERVICESSTATEOFCONNECTICUTDEPARTMENTOFWESTERNREGIONALSTAMFORDFoodStampSNAPApplications_2_556_0,41.06519,-73.54201,1642 Bedford Street,,,,Stamford,CT,6902,203-964-8228,Food,
Southwest Ct Regional Mental Health System- F.S. Dubois Center,http://www.ct.gov/dmhas/cwp/view.asp?q=379844,41.05863,-73.5406,780 Summer St,,5th Floor,,Stamford,CT,6907,203-293-8256,Food,
Stamford Counseling Center,http://sccweb.org/,41.05195,-73.5422,22 Long Ridge,,Suite 400,,Stamford,CT,6902,203-964-8228,Food,
Stamford Counseling Center,http://sccweb.org/,41.0590451,-73.562821,One Walton Place,,Suite 105,,Stamford,CT,6901,203-977-4385,Food,
Stamford Counseling Center,http://sccweb.org/,41.05195,-73.5422,One Walton Place,,,,Stamford,CT,6902,203-327-5111,Health,Yes
Stamford Hospital,https://www.stamfordhealth.org/,41.05584,-73.5541,One Hospital Plaza,,,,Stamford,CT,6902,203-621-3700,Health,YES
Stamford Hospital - Health Call,https://www.stamfordhealth.org/,41.0558412,-73.554057,One Hospital Plaza,,,,Stamford,CT,6905,855-626-6632,Health,
Stamford Hospital - Health Call,https://www.stamfordhealth.org/,41.0558412,-73.554057,One Hospital Plaza,,,,Stamford,CT,6904,877-233-9355,Health,
Stamford Hospital - Health Call,https://www.stamfordhealth.org/,41.0558412,-73.554057,One Hospital Plaza,,,,Stamford,CT,6904,877-233-9355,Health,
Stamford Peace Youth Foundation,https://www.peaceyouthct.org/,41.10058,-73.5643,925 Long Ridge Road,,,,Stamford,CT,6905,855-805-4325,Health,
Stamford Peace Youth Foundation,https://www.peaceyouthct.org/,41.10058,-73.5643,925 Long Ridge Road,,,,Stamford,CT,6905,855-805-4325,Health,
Stamford Public Schools,https://www.stamfordpublicschools.org/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6905,855-626-6632,Health,
Stamford Public Schools,https://www.stamfordpublicschools.org/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6905,855-805-4325,Health,
Stamford Public Schools,https://www.stamfordpublicschools.org/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-658-9507,Health,
Stamford Public Schools,https://www.stamfordpublicschools.org/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-969-0802,Health,
Stamford Public Schools,https://www.stamfordpublicschools.org/,41.05164,-73.5425,888 Washington Boulevard,,3rd Floor,,Stamford,CT,6902,203-357-0277,Health,
Stamford Public Schools,https://www.stamfordpublicschools.org/,41.05164,-73.5425,888 Washington Boulevard,,8th Floor,,Stamford,CT,6902,203-327-5111,Health,
"Stamford Public Schools, Adult And Continuing Education",https://www.stamfordadulted.org/,41.044795,-73.5427674,369 Washington Boulevard,,,,Stamford,CT,6902,203-327-5111,Health,
"Stamford Public Schools, Adult And Continuing Education",https://www.stamfordadulted.org/,41.044795,-73.5427674,369 Washington Boulevard,,,,Stamford,CT,6902,203-327-2722,Health,
"Stamford Public Schools, Adult And Continuing Education",https://www.stamfordadulted.org/,41.044795,-73.5427674,369 Washington Boulevard,,,,Stamford,CT,6902,877-233-9355,Health,
"Stamford Public Schools, Adult And Continuing Education",https://www.stamfordadulted.org/,41.044795,-73.5427674,369 Washington Boulevard,,,,Stamford,CT,6902,203-388-2192,Health,
"Stamford Public Schools, Adult And Continuing Education",https://www.stamfordadulted.org/,41.044795,-73.5427674,369 Washington Boulevard,,,,Stamford,CT,6902,203-327-2722,Health,
"Stamford Public Schools, Special Education",https://www.stamfordadulted.org/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,855-626-6632,Health,
"Stamford Public Schools, Special Education",https://www.stamfordpublicschools.org/district/special-education,41.05164,-73.5425,888 Washington Boulevard,,5th Floor,,Stamford,CT,6902,855-626-6632,Health,
"Stamford Public Schools, Special Education",https://www.stamfordpublicschools.org/district/special-education,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-276-1000,Health,
"Stamford, City Of - Health Department",https://www.stamfordct.gov/department-of-health,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,800-550-4900,Health,
"Stamford, City Of - Health Department",https://www.stamfordct.gov/department-of-health,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-890-9229,Health,
"Stamford, City Of - Municipal Agent For The Elderly",https://data.ct.gov/api/views/dsrn-u9nm/rows.pdf?app_token=U29jcmF0YS0td2VraWNrYXNz0,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-327-5111,Health,
"Stamford, City Of - Municipal Agent For The Elderly",https://data.ct.gov/api/views/dsrn-u9nm/rows.pdf?app_token=U29jcmF0YS0td2VraWNrYXNz0,41.05164,-73.5425,888 Washington Boulevard,,2nd Floor,,Stamford,CT,6902,203-621-3700,Health,
"Stamford, City Of - Probate",https://www.jud.ct.gov/probate/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-327-2722,Health,
"Stamford, City Of - Public Library,  Harry Bennett Branch",http://connecticut.networkofcare.org/mh/services/agency.aspx?pid=STAMFORDCITYOFPUBLICLIBRARYHARRYBENNETTBRANCHComputerClassesPublicInternetPublicLibraries_2_556_1,41.10053,-73.5432,115 Vine Street,,,,Stamford,CT,6902,800-550-4900,Health,
"Stamford, City Of - Public Library,  South End Branch",https://fergusonlibrary.org/,41.04358,-73.5385,34 Woodland Avenue,,,,Stamford,CT,6902,203-890-9229,Health,
"Stamford, City Of - Public Library,  South End Branch",https://fergusonlibrary.org/,41.04358,-73.5385,34 Woodland Avenue,,,,Stamford,CT,6902,203-327-5111,Health,
"Stamford, City Of - Public Library, Ferguson Library",https://fergusonlibrary.org/,41.05195,-73.5422,One Public Library Plaza,,,,Stamford,CT,6902,203-621-3700,Health,
"Stamford, City Of - Public Library, Ferguson Library",https://fergusonlibrary.org/,41.05195,-73.5422,One Public Library Plaza,,,,Stamford,CT,6902,203-327-2722,Health,
"Stamford, City Of - Public Library, Weed Memorial And Hollander Branch",https://fergusonlibrary.org/,41.09747,-73.5197,1143 Hope Street,,,,Stamford,CT,6902,855-626-6632,Health,
"Stamford, City Of - Recreation",https://www.stamfordrecreation.com/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-977-4544,Health,
"Stamford, City Of - Senior Center",http://www.stamfordseniorct.org/,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-977-4698,Health,
"Stamford, City Of - Tax Collector",https://www.stamfordct.gov/tax-collection,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-977-5255,Health,
"Stamford, City Of - Tax Collector",https://www.stamfordct.gov/tax-collection,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-977-5511,Health,
"Stamford, City Of - Youth Services  Bureau",https://www.stamfordct.gov/youth-services,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-977-4937,Health,
"Stamford, City Of - Youth Services  Bureau",https://www.stamfordct.gov/youth-services,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6902,203-327-2722,Health,
"Stamford, City Of - Youth Services  Bureau",https://www.stamfordct.gov/youth-services,41.05164,-73.5425,888 Washington Boulevard,,,,Stamford,CT,6905,203-251-9430,Health,
Starelief And Pet Assistance,http://starelief.org/,41.09679,-73.5477,High Ridge Shopping Center,,,,Stamford,CT,6901,203-977-4371,Health,
"Superior Court, Connecticut - Juvenile Matters At Stamford",https://jud.ct.gov/directory/directory/directions/33.htm,41.06099,-73.5365,123 Hoyt Street,,,,Stamford,CT,6902,203-327-2722,Health,
"Superior Court, Connecticut - Stamford-Norwalk",https://www.jud.ct.gov/external/super/,41.060206,-73.53565,123 Hoyt Street,,,,Stamford,CT,6901,203-969-1830,Housing,
"Superior Court, Connecticut - Stamford-Norwalk",https://www.jud.ct.gov/external/super/,41.060206,-73.53565,123 Hoyt Street,,,,Stamford,CT,6905,203-965-5308,Housing,
University Of Connecticut - Stamford Branch,https://stamford.uconn.edu/,41.0556814,-73.5430087,One University Place,,,,Stamford,CT,6902,203-327-5810,Housing,
Urban League Of Southern Connecticut,https://www.ulsc.org/,41.04415,-73.53869,137 Henry Street,,,,Stamford,CT,6902,203-324-3167,Housing,NO- You need SS#/Citizenship Proof
Urban League Of Southern Connecticut,https://www.ulsc.org/,41.04415,-73.53869,137 Henry Street,,,,Stamford,CT,6901,203-324-6127,Mental,YES- As long as you are 18 years old or younger
Urban League Of Southern Connecticut,https://www.ulsc.org/,41.04415,-73.53869,137 Henry Street,,,,Stamford,CT,6901,203-324-6127,Mental,YES-As long as you are 18 years old or younger
Urban League Of Southern Connecticut,https://www.ulsc.org/,41.04415,-73.53869,137 Henry Street,,,,Stamford,CT,6902,203-324-6127,Mental,YES-As long as you are 18 years old or younger
Urban League Of Southern Connecticut,https://www.ulsc.org/,41.04415,-73.53869,137 Henry Street,,,,Stamford,CT,6902,203-969-0802,Mental,YES-unless you do payment plan you need to show proof of SS#
Women'S Mentoring Network,https://wmninc.org/,41.05985,-73.54187,141 Franklin Street,,,,Stamford,CT,6902,203-602-4441,Mental,"Yes-BUT-if you do not have one, another type of ID might be requested/provided"
Women'S Mentoring Network,https://wmninc.org/,41.05985,-73.54187,141 Franklin Street,,,,Stamford,CT,6901,203-921-4161,Mental,YES
Women'S Mentoring Network,https://wmninc.org/,41.05985,-73.54187,141 Franklin Street,,,,Stamford,CT,6901,203-324-6127,Mental,
Women'S Mentoring Network,https://wmninc.org/,41.05985,-73.54187,141 Franklin Street,,,,Stamford,CT,6901,203-324-6127,Mental,
Women'S Mentoring Network,https://wmninc.org/,41.05985,-73.54187,141 Franklin Street,,,,Stamford,CT,6902,203-324-6127,Mental,
